Stanton M	FLA	RF	100	359	45	93	21	1	22	59	34	123	5	2	0.259	0.323	0.507	0.83	0.416	1.327	9
Beltran C	SF	RF	1626	6247	1106	1761	351	67	280	1062	760	1125	289	39	0.282	0.36	0.494	0.854	19.325	18.991	9
Quentin C	CWS	RF	498	1679	268	422	94	6	97	306	180	303	15	7	0.251	0.324	0.488	0.812	5.05	5.287	9
Swisher N	NYY	RF	911	3178	528	802	185	9	162	495	497	804	8	10	0.252	0.353	0.469	0.823	9.1	9.784	9
Cruz N	TEX	RF	412	1418	205	387	80	7	77	236	134	346	43	13	0.273	0.336	0.502	0.838	3.65	4.504	9
Bautista J	TOR	RF	736	2323	350	566	125	11	113	335	320	550	23	11	0.244	0.335	0.453	0.788	8	7.219	9
Smith S	COL	RF	339	809	132	219	46	10	36	122	95	158	7	2	0.271	0.347	0.486	0.833	0.429	2.677	9
Fukudome K	CLE	RF	426	1358	203	352	83	10	34	156	238	283	25	22	0.259	0.37	0.41	0.78	14.5	4.324	9
Berkman L	STL	RF	1628	5662	1017	1674	382	26	327	1099	1057	1136	82	42	0.296	0.406	0.546	0.952	8	17.236	9
DeJesus D	OAK	RF	876	3355	501	971	187	45	61	390	314	489	47	43	0.289	0.35	0.427	0.777	6	10.315	9
Joyce M	TB	RF	180	490	73	119	32	6	25	80	74	127	3	4	0.243	0.342	0.486	0.828	0.427	1.72	9
Hart C	MIL	RF	666	2389	358	658	151	25	98	362	174	510	71	34	0.275	0.325	0.483	0.807	6.833	7.417	9
Jones G	PIT	RF	271	983	116	254	57	3	44	135	99	219	18	6	0.258	0.326	0.457	0.783	0.456	3.199	9
Schierholtz N	SF	RF	311	699	88	189	45	9	9	61	41	123	10	8	0.27	0.311	0.399	0.71	0.433	2.347	9
Heyward J	ATL	RF	142	520	83	144	29	5	18	72	91	128	11	6	0.277	0.385	0.456	0.84	0.497	1.81	9
Ross C	SF	RF	636	2031	274	539	127	11	86	319	148	475	23	6	0.265	0.315	0.466	0.781	6.3	6.343	9
Kubel J	MIN	RF	654	2193	297	594	121	12	92	371	218	446	9	4	0.271	0.337	0.463	0.8	5.25	6.829	9
Choo S	CLE	RF	459	1642	265	488	109	14	59	270	228	406	52	16	0.297	0.383	0.488	0.871	3.975	5.176	9
Bernadina R	WSH	RF	163	494	63	119	20	4	11	49	45	115	21	5	0.241	0.304	0.364	0.669	0.414	1.732	9
Murphy D	TEX	RF	440	1393	200	393	91	8	47	212	136	271	30	8	0.282	0.346	0.46	0.806	2.4	4.429	9
